Age,Premium,Plan,PlanIndex,Gender
55,"6,324.00",摯健樂」醫療計劃 – 基本,23,Female
56,"6,539.00",摯健樂」醫療計劃 – 基本,23,Female
57,"6,768.00",摯健樂」醫療計劃 – 基本,23,Female
58,"6,962.00",摯健樂」醫療計劃 – 基本,23,Female
59,"7,167.00",摯健樂」醫療計劃 – 基本,23,Female
60,"7,374.00",摯健樂」醫療計劃 – 基本,23,Female
61,"7,594.00",摯健樂」醫療計劃 – 基本,23,Female
62,"7,822.00",摯健樂」醫療計劃 – 基本,23,Female
63,"8,095.00",摯健樂」醫療計劃 – 基本,23,Female
64,"8,379.00",摯健樂」醫療計劃 – 基本,23,Female
65,"8,672.00",摯健樂」醫療計劃 – 基本,23,Female
66,"8,982.00",摯健樂」醫療計劃 – 基本,23,Female
67,"9,299.00",摯健樂」醫療計劃 – 基本,23,Female
68,"9,786.00",摯健樂」醫療計劃 – 基本,23,Female
69,"10,287.00",摯健樂」醫療計劃 – 基本,23,Female
70,"10,798.00",摯健樂」醫療計劃 – 基本,23,Female
71,"11,430.00",摯健樂」醫療計劃 – 基本,23,Female
72,"12,094.00",摯健樂」醫療計劃 – 基本,23,Female
73,"12,451.00",摯健樂」醫療計劃 – 基本,23,Female
74,"12,832.00",摯健樂」醫療計劃 – 基本,23,Female
75,"13,239.00",摯健樂」醫療計劃 – 基本,23,Female
76,"13,755.00",摯健樂」醫療計劃 – 基本,23,Female
77,"14,278.00",摯健樂」醫療計劃 – 基本,23,Female
78,"14,994.00",摯健樂」醫療計劃 – 基本,23,Female
79,"15,716.00",摯健樂」醫療計劃 – 基本,23,Female
80,"16,430.00",摯健樂」醫療計劃 – 基本,23,Female
81,"16,999.00",摯健樂」醫療計劃 – 基本,23,Female
82,"17,540.00",摯健樂」醫療計劃 – 基本,23,Female
83,"18,139.00",摯健樂」醫療計劃 – 基本,23,Female
84,"18,712.00",摯健樂」醫療計劃 – 基本,23,Female
85,"19,254.00",摯健樂」醫療計劃 – 基本,23,Female
86,"19,639.00",摯健樂」醫療計劃 – 基本,23,Female
87,"19,999.00",摯健樂」醫療計劃 – 基本,23,Female
88,"20,360.00",摯健樂」醫療計劃 – 基本,23,Female
89,"20,722.00",摯健樂」醫療計劃 – 基本,23,Female
90,"21,099.00",摯健樂」醫療計劃 – 基本,23,Female
91,"21,486.00",摯健樂」醫療計劃 – 基本,23,Female
92,"21,883.00",摯健樂」醫療計劃 – 基本,23,Female
93,"22,263.00",摯健樂」醫療計劃 – 基本,23,Female
94,"22,631.00",摯健樂」醫療計劃 – 基本,23,Female
95,"23,002.00",摯健樂」醫療計劃 – 基本,23,Female
96,"23,359.00",摯健樂」醫療計劃 – 基本,23,Female
97,"23,714.00",摯健樂」醫療計劃 – 基本,23,Female
98,"24,095.00",摯健樂」醫療計劃 – 基本,23,Female
99,"24,443.00",摯健樂」醫療計劃 – 基本,23,Female
99,"17,056",滙豐自願醫保標準計劃      ,24,Female
98,"16,972",滙豐自願醫保標準計劃      ,24,Female
97,"16,888",滙豐自願醫保標準計劃      ,24,Female
96,"16,803",滙豐自願醫保標準計劃      ,24,Female
95,"16,722",滙豐自願醫保標準計劃      ,24,Female
94,"16,639",滙豐自願醫保標準計劃      ,24,Female
93,"16,555",滙豐自願醫保標準計劃      ,24,Female
92,"16,475",滙豐自願醫保標準計劃      ,24,Female
91,"16,394",滙豐自願醫保標準計劃      ,24,Female
90,"16,312",滙豐自願醫保標準計劃      ,24,Female
89,"16,231",滙豐自願醫保標準計劃      ,24,Female
88,"16,066",滙豐自願醫保標準計劃      ,24,Female
87,"15,916",滙豐自願醫保標準計劃      ,24,Female
86,"15,782",滙豐自願醫保標準計劃      ,24,Female
85,"15,660",滙豐自願醫保標準計劃      ,24,Female
84,"15,548",滙豐自願醫保標準計劃      ,24,Female
83,"15,449",滙豐自願醫保標準計劃      ,24,Female
82,"15,357",滙豐自願醫保標準計劃      ,24,Female
81,"15,262",滙豐自願醫保標準計劃      ,24,Female
80,"15,165",滙豐自願醫保標準計劃      ,24,Female
79,"15,069",滙豐自願醫保標準計劃      ,24,Female
78,"14,970",滙豐自願醫保標準計劃      ,24,Female
77,"14,871",滙豐自願醫保標準計劃      ,24,Female
76,"14,732",滙豐自願醫保標準計劃      ,24,Female
75,"14,499",滙豐自願醫保標準計劃      ,24,Female
74,"14,165",滙豐自願醫保標準計劃      ,24,Female
73,"13,745",滙豐自願醫保標準計劃      ,24,Female
72,"13,212",滙豐自願醫保標準計劃      ,24,Female
71,"12,521",滙豐自願醫保標準計劃      ,24,Female
70,"11,916",滙豐自願醫保標準計劃      ,24,Female
69,"11,353",滙豐自願醫保標準計劃      ,24,Female
68,"10,816",滙豐自願醫保標準計劃      ,24,Female
67,"10,266",滙豐自願醫保標準計劃      ,24,Female
66,"9,734",滙豐自願醫保標準計劃      ,24,Female
65,"9,164",滙豐自願醫保標準計劃      ,24,Female
64,"8,652",滙豐自願醫保標準計劃      ,24,Female
63,"8,195",滙豐自願醫保標準計劃      ,24,Female
62,"7,850",滙豐自願醫保標準計劃      ,24,Female
61,"7,610",滙豐自願醫保標準計劃      ,24,Female
60,"7,371",滙豐自願醫保標準計劃      ,24,Female
59,"7,132",滙豐自願醫保標準計劃      ,24,Female
58,"6,892",滙豐自願醫保標準計劃      ,24,Female
57,"6,653",滙豐自願醫保標準計劃      ,24,Female
56,"6,413",滙豐自願醫保標準計劃      ,24,Female
55,"6,175",滙豐自願醫保標準計劃      ,24,Female
54,"5,936",滙豐自願醫保標準計劃      ,24,Female
53,"5,696",滙豐自願醫保標準計劃      ,24,Female
52,"5,457",滙豐自願醫保標準計劃      ,24,Female
51,"5,217",滙豐自願醫保標準計劃      ,24,Female
50,"4,978",滙豐自願醫保標準計劃      ,24,Female
49,"4,739",滙豐自願醫保標準計劃      ,24,Female
48,"4,499",滙豐自願醫保標準計劃      ,24,Female
47,"4,239",滙豐自願醫保標準計劃      ,24,Female
46,"4,054",滙豐自願醫保標準計劃      ,24,Female
45,"3,865",滙豐自願醫保標準計劃      ,24,Female
44,"3,691",滙豐自願醫保標準計劃      ,24,Female
43,"3,529",滙豐自願醫保標準計劃      ,24,Female
42,"3,387",滙豐自願醫保標準計劃      ,24,Female
41,"3,214",滙豐自願醫保標準計劃      ,24,Female
40,"3,046",滙豐自願醫保標準計劃      ,24,Female
39,"2,883",滙豐自願醫保標準計劃      ,24,Female
38,"2,725",滙豐自願醫保標準計劃      ,24,Female
37,"2,575",滙豐自願醫保標準計劃      ,24,Female
36,"2,532",滙豐自願醫保標準計劃      ,24,Female
35,"2,490",滙豐自願醫保標準計劃      ,24,Female
34,"2,454",滙豐自願醫保標準計劃      ,24,Female
33,"2,423",滙豐自願醫保標準計劃      ,24,Female
32,"2,302",滙豐自願醫保標準計劃      ,24,Female
31,"2,238",滙豐自願醫保標準計劃      ,24,Female
30,"2,184",滙豐自願醫保標準計劃      ,24,Female
29,"2,157",滙豐自願醫保標準計劃      ,24,Female
28,"2,128",滙豐自願醫保標準計劃      ,24,Female
27,"2,101",滙豐自願醫保標準計劃      ,24,Female
26,"2,073",滙豐自願醫保標準計劃      ,24,Female
25,"2,045",滙豐自願醫保標準計劃      ,24,Female
24,"2,017",滙豐自願醫保標準計劃      ,24,Female
23,"1,990",滙豐自願醫保標準計劃      ,24,Female
22,"1,961",滙豐自願醫保標準計劃      ,24,Female
21,"1,934",滙豐自願醫保標準計劃      ,24,Female
20,"1,906",滙豐自願醫保標準計劃      ,24,Female
19,"1,878",滙豐自願醫保標準計劃      ,24,Female
18,"1,850",滙豐自願醫保標準計劃      ,24,Female
17,"1,823",滙豐自願醫保標準計劃      ,24,Female
16,"1,794",滙豐自願醫保標準計劃      ,24,Female
15,"1,722",滙豐自願醫保標準計劃      ,24,Female
14,"1,722",滙豐自願醫保標準計劃      ,24,Female
13,"1,722",滙豐自願醫保標準計劃      ,24,Female
12,"1,722",滙豐自願醫保標準計劃      ,24,Female
11,"1,722",滙豐自願醫保標準計劃      ,24,Female
10,"1,722",滙豐自願醫保標準計劃      ,24,Female
9,"1,722",滙豐自願醫保標準計劃      ,24,Female
8,"1,722",滙豐自願醫保標準計劃      ,24,Female
7,"1,722",滙豐自願醫保標準計劃      ,24,Female
6,"1,722",滙豐自願醫保標準計劃      ,24,Female
5,"1,722",滙豐自願醫保標準計劃      ,24,Female
4,"2,673",滙豐自願醫保標準計劃      ,24,Female
3,"2,673",滙豐自願醫保標準計劃      ,24,Female
2,"2,673",滙豐自願醫保標準計劃      ,24,Female
1,"2,673",滙豐自願醫保標準計劃      ,24,Female
0,"2,673",滙豐自願醫保標準計劃      ,24,Female
1,"2,825",利寶國際自願醫保標準計劃,25,Female
2,"2,825",利寶國際自願醫保標準計劃,25,Female
3,"2,825",利寶國際自願醫保標準計劃,25,Female
4,"2,825",利寶國際自願醫保標準計劃,25,Female
5,"1,598",利寶國際自願醫保標準計劃,25,Female
6,"1,598",利寶國際自願醫保標準計劃,25,Female
7,"1,598",利寶國際自願醫保標準計劃,25,Female
8,"1,598",利寶國際自願醫保標準計劃,25,Female
9,"1,598",利寶國際自願醫保標準計劃,25,Female
10,"1,444",利寶國際自願醫保標準計劃,25,Female
11,"1,448",利寶國際自願醫保標準計劃,25,Female
12,"1,451",利寶國際自願醫保標準計劃,25,Female
13,"1,455",利寶國際自願醫保標準計劃,25,Female
14,"1,460",利寶國際自願醫保標準計劃,25,Female
15,"1,463",利寶國際自願醫保標準計劃,25,Female
16,"1,504",利寶國際自願醫保標準計劃,25,Female
17,"1,545",利寶國際自願醫保標準計劃,25,Female
18,"1,586",利寶國際自願醫保標準計劃,25,Female
19,"1,627",利寶國際自願醫保標準計劃,25,Female
20,"1,668",利寶國際自願醫保標準計劃,25,Female
21,"1,703",利寶國際自願醫保標準計劃,25,Female
22,"1,738",利寶國際自願醫保標準計劃,25,Female
23,"1,773",利寶國際自願醫保標準計劃,25,Female
24,"1,808",利寶國際自願醫保標準計劃,25,Female
25,"1,843",利寶國際自願醫保標準計劃,25,Female
26,"1,889",利寶國際自願醫保標準計劃,25,Female
27,"1,935",利寶國際自願醫保標準計劃,25,Female
28,"1,979",利寶國際自願醫保標準計劃,25,Female
29,"2,025",利寶國際自願醫保標準計劃,25,Female
30,"2,070",利寶國際自願醫保標準計劃,25,Female
31,"2,123",利寶國際自願醫保標準計劃,25,Female
32,"2,176",利寶國際自願醫保標準計劃,25,Female
33,"2,229",利寶國際自願醫保標準計劃,25,Female
34,"2,282",利寶國際自願醫保標準計劃,25,Female
35,"2,335",利寶國際自願醫保標準計劃,25,Female
36,"2,422",利寶國際自願醫保標準計劃,25,Female
37,"2,508",利寶國際自願醫保標準計劃,25,Female
38,"2,594",利寶國際自願醫保標準計劃,25,Female
39,"2,680",利寶國際自願醫保標準計劃,25,Female
40,"2,767",利寶國際自願醫保標準計劃,25,Female
41,"2,914",利寶國際自願醫保標準計劃,25,Female
42,"3,061",利寶國際自願醫保標準計劃,25,Female
43,"3,209",利寶國際自願醫保標準計劃,25,Female
44,"3,357",利寶國際自願醫保標準計劃,25,Female
45,"3,504",利寶國際自願醫保標準計劃,25,Female
46,"3,661",利寶國際自願醫保標準計劃,25,Female
47,"3,819",利寶國際自願醫保標準計劃,25,Female
48,"3,976",利寶國際自願醫保標準計劃,25,Female
49,"4,134",利寶國際自願醫保標準計劃,25,Female
50,"4,291",利寶國際自願醫保標準計劃,25,Female
51,"4,559",利寶國際自願醫保標準計劃,25,Female
52,"4,827",利寶國際自願醫保標準計劃,25,Female
53,"5,094",利寶國際自願醫保標準計劃,25,Female
54,"5,363",利寶國際自願醫保標準計劃,25,Female
55,"5,630",利寶國際自願醫保標準計劃,25,Female
56,"5,960",利寶國際自願醫保標準計劃,25,Female
57,"6,290",利寶國際自願醫保標準計劃,25,Female
58,"6,621",利寶國際自願醫保標準計劃,25,Female
59,"6,951",利寶國際自願醫保標準計劃,25,Female
60,"7,281",利寶國際自願醫保標準計劃,25,Female
61,"7,741",利寶國際自願醫保標準計劃,25,Female
62,"8,201",利寶國際自願醫保標準計劃,25,Female
63,"8,661",利寶國際自願醫保標準計劃,25,Female
64,"9,121",利寶國際自願醫保標準計劃,25,Female
65,"9,581",利寶國際自願醫保標準計劃,25,Female
66,"10,088",利寶國際自願醫保標準計劃,25,Female
67,"10,595",利寶國際自願醫保標準計劃,25,Female
68,"11,101",利寶國際自願醫保標準計劃,25,Female
69,"11,607",利寶國際自願醫保標準計劃,25,Female
70,"12,114",利寶國際自願醫保標準計劃,25,Female
71,"12,706",利寶國際自願醫保標準計劃,25,Female
72,"13,299",利寶國際自願醫保標準計劃,25,Female
73,"13,891",利寶國際自願醫保標準計劃,25,Female
74,"14,484",利寶國際自願醫保標準計劃,25,Female
75,"15,076",利寶國際自願醫保標準計劃,25,Female
76,"15,549",利寶國際自願醫保標準計劃,25,Female
77,"16,021",利寶國際自願醫保標準計劃,25,Female
78,"16,494",利寶國際自願醫保標準計劃,25,Female
79,"16,965",利寶國際自願醫保標準計劃,25,Female
80,"17,438",利寶國際自願醫保標準計劃,25,Female
81,"17,871",利寶國際自願醫保標準計劃,25,Female
82,"18,302",利寶國際自願醫保標準計劃,25,Female
83,"18,734",利寶國際自願醫保標準計劃,25,Female
84,"19,167",利寶國際自願醫保標準計劃,25,Female
85,"19,599",利寶國際自願醫保標準計劃,25,Female
86,"19,864",利寶國際自願醫保標準計劃,25,Female
87,"20,130",利寶國際自願醫保標準計劃,25,Female
88,"20,397",利寶國際自願醫保標準計劃,25,Female
89,"20,662",利寶國際自願醫保標準計劃,25,Female
90,"20,928",利寶國際自願醫保標準計劃,25,Female
91,"21,186",利寶國際自願醫保標準計劃,25,Female
92,"21,445",利寶國際自願醫保標準計劃,25,Female
93,"21,705",利寶國際自願醫保標準計劃,25,Female
94,"21,963",利寶國際自願醫保標準計劃,25,Female
95,"22,222",利寶國際自願醫保標準計劃,25,Female
96,"22,546",利寶國際自願醫保標準計劃,25,Female
97,"22,871",利寶國際自願醫保標準計劃,25,Female
98,"23,195",利寶國際自願醫保標準計劃,25,Female
99,"23,519",利寶國際自願醫保標準計劃,25,Female
0,"2,825",利寶國際自願醫保標準計劃,25,Female
0,"2,152",宏利愛守護自願醫保標準計劃,26,Female
1,"2,034",宏利愛守護自願醫保標準計劃,26,Female
2,"1,908",宏利愛守護自願醫保標準計劃,26,Female
3,"1,805",宏利愛守護自願醫保標準計劃,26,Female
4,"1,707",宏利愛守護自願醫保標準計劃,26,Female
5,"1,609",宏利愛守護自願醫保標準計劃,26,Female
6,"1,515",宏利愛守護自願醫保標準計劃,26,Female
7,"1,423",宏利愛守護自願醫保標準計劃,26,Female
8,"1,331",宏利愛守護自願醫保標準計劃,26,Female
9,"1,236",宏利愛守護自願醫保標準計劃,26,Female
10,"1,201",宏利愛守護自願醫保標準計劃,26,Female
11,"1,177",宏利愛守護自願醫保標準計劃,26,Female
12,"1,153",宏利愛守護自願醫保標準計劃,26,Female
13,"1,132",宏利愛守護自願醫保標準計劃,26,Female
14,"1,233",宏利愛守護自願醫保標準計劃,26,Female
15,"1,259",宏利愛守護自願醫保標準計劃,26,Female
16,"1,285",宏利愛守護自願醫保標準計劃,26,Female
17,"1,310",宏利愛守護自願醫保標準計劃,26,Female
18,"1,399",宏利愛守護自願醫保標準計劃,26,Female
19,"1,487",宏利愛守護自願醫保標準計劃,26,Female
20,"1,581",宏利愛守護自願醫保標準計劃,26,Female
21,"1,673",宏利愛守護自願醫保標準計劃,26,Female
22,"1,769",宏利愛守護自願醫保標準計劃,26,Female
23,"1,836",宏利愛守護自願醫保標準計劃,26,Female
24,"1,904",宏利愛守護自願醫保標準計劃,26,Female
25,"1,973",宏利愛守護自願醫保標準計劃,26,Female
26,"2,023",宏利愛守護自願醫保標準計劃,26,Female
27,"2,059",宏利愛守護自願醫保標準計劃,26,Female
28,"2,116",宏利愛守護自願醫保標準計劃,26,Female
29,"2,192",宏利愛守護自願醫保標準計劃,26,Female
30,"2,293",宏利愛守護自願醫保標準計劃,26,Female
31,"2,414",宏利愛守護自願醫保標準計劃,26,Female
32,"2,521",宏利愛守護自願醫保標準計劃,26,Female
33,"2,623",宏利愛守護自願醫保標準計劃,26,Female
34,"2,743",宏利愛守護自願醫保標準計劃,26,Female
35,"2,840",宏利愛守護自願醫保標準計劃,26,Female
36,"2,949",宏利愛守護自願醫保標準計劃,26,Female
37,"3,052",宏利愛守護自願醫保標準計劃,26,Female
38,"3,161",宏利愛守護自願醫保標準計劃,26,Female
39,"3,274",宏利愛守護自願醫保標準計劃,26,Female
40,"3,402",宏利愛守護自願醫保標準計劃,26,Female
41,"3,510",宏利愛守護自願醫保標準計劃,26,Female
42,"3,629",宏利愛守護自願醫保標準計劃,26,Female
43,"3,763",宏利愛守護自願醫保標準計劃,26,Female
44,"3,906",宏利愛守護自願醫保標準計劃,26,Female
45,"4,076",宏利愛守護自願醫保標準計劃,26,Female
46,"4,217",宏利愛守護自願醫保標準計劃,26,Female
47,"4,346",宏利愛守護自願醫保標準計劃,26,Female
48,"4,452",宏利愛守護自願醫保標準計劃,26,Female
49,"4,542",宏利愛守護自願醫保標準計劃,26,Female
50,"4,613",宏利愛守護自願醫保標準計劃,26,Female
51,"4,668",宏利愛守護自願醫保標準計劃,26,Female
52,"4,706",宏利愛守護自願醫保標準計劃,26,Female
53,"4,754",宏利愛守護自願醫保標準計劃,26,Female
54,"4,811",宏利愛守護自願醫保標準計劃,26,Female
55,"4,930",宏利愛守護自願醫保標準計劃,26,Female
56,"5,038",宏利愛守護自願醫保標準計劃,26,Female
57,"5,186",宏利愛守護自願醫保標準計劃,26,Female
58,"5,364",宏利愛守護自願醫保標準計劃,26,Female
59,"5,574",宏利愛守護自願醫保標準計劃,26,Female
60,"5,823",宏利愛守護自願醫保標準計劃,26,Female
61,"6,204",宏利愛守護自願醫保標準計劃,26,Female
62,"6,609",宏利愛守護自願醫保標準計劃,26,Female
63,"7,012",宏利愛守護自願醫保標準計劃,26,Female
64,"7,417",宏利愛守護自願醫保標準計劃,26,Female
65,"7,839",宏利愛守護自願醫保標準計劃,26,Female
66,"8,076",宏利愛守護自願醫保標準計劃,26,Female
67,"8,395",宏利愛守護自願醫保標準計劃,26,Female
68,"8,750",宏利愛守護自願醫保標準計劃,26,Female
69,"9,140",宏利愛守護自願醫保標準計劃,26,Female
70,"9,566",宏利愛守護自願醫保標準計劃,26,Female
71,"10,005",宏利愛守護自願醫保標準計劃,26,Female
72,"10,459",宏利愛守護自願醫保標準計劃,26,Female
73,"10,972",宏利愛守護自願醫保標準計劃,26,Female
74,"11,383",宏利愛守護自願醫保標準計劃,26,Female
75,"11,798",宏利愛守護自願醫保標準計劃,26,Female
76,"12,366",宏利愛守護自願醫保標準計劃,26,Female
77,"12,938",宏利愛守護自願醫保標準計劃,26,Female
78,"13,514",宏利愛守護自願醫保標準計劃,26,Female
79,"14,096",宏利愛守護自願醫保標準計劃,26,Female
80,"14,749",宏利愛守護自願醫保標準計劃,26,Female
81,"15,252",宏利愛守護自願醫保標準計劃,26,Female
82,"15,713",宏利愛守護自願醫保標準計劃,26,Female
83,"16,106",宏利愛守護自願醫保標準計劃,26,Female
84,"16,493",宏利愛守護自願醫保標準計劃,26,Female
85,"16,709",宏利愛守護自願醫保標準計劃,26,Female
86,"16,926",宏利愛守護自願醫保標準計劃,26,Female
87,"17,148",宏利愛守護自願醫保標準計劃,26,Female
88,"17,370",宏利愛守護自願醫保標準計劃,26,Female
89,"17,597",宏利愛守護自願醫保標準計劃,26,Female
90,"17,824",宏利愛守護自願醫保標準計劃,26,Female
91,"18,056",宏利愛守護自願醫保標準計劃,26,Female
92,"18,288",宏利愛守護自願醫保標準計劃,26,Female
93,"18,523",宏利愛守護自願醫保標準計劃,26,Female
94,"18,761",宏利愛守護自願醫保標準計劃,26,Female
95,"19,002",宏利愛守護自願醫保標準計劃,26,Female
96,"19,246",宏利愛守護自願醫保標準計劃,26,Female
97,"19,491",宏利愛守護自願醫保標準計劃,26,Female
98,"19,739",宏利愛守護自願醫保標準計劃,26,Female
99,"19,992",宏利愛守護自願醫保標準計劃,26,Female
1,"3,240",自願醫保計劃-適健保	,27,Female
2,"3,240",自願醫保計劃-適健保	,27,Female
3,"3,240",自願醫保計劃-適健保	,27,Female
4,"3,240",自願醫保計劃-適健保	,27,Female
5,"3,240",自願醫保計劃-適健保	,27,Female
6,"3,240",自願醫保計劃-適健保	,27,Female
7,"2,916",自願醫保計劃-適健保	,27,Female
8,"2,916",自願醫保計劃-適健保	,27,Female
9,"2,916",自願醫保計劃-適健保	,27,Female
10,"2,916",自願醫保計劃-適健保	,27,Female
11,"2,916",自願醫保計劃-適健保	,27,Female
12,"2,916",自願醫保計劃-適健保	,27,Female
13,"2,916",自願醫保計劃-適健保	,27,Female
14,"2,916",自願醫保計劃-適健保	,27,Female
15,"2,916",自願醫保計劃-適健保	,27,Female
16,"2,916",自願醫保計劃-適健保	,27,Female
17,"2,916",自願醫保計劃-適健保	,27,Female
18,"4,104",自願醫保計劃-適健保	,27,Female
19,"4,104",自願醫保計劃-適健保	,27,Female
20,"4,104",自願醫保計劃-適健保	,27,Female
21,"4,104",自願醫保計劃-適健保	,27,Female
22,"4,104",自願醫保計劃-適健保	,27,Female
23,"4,104",自願醫保計劃-適健保	,27,Female
24,"4,104",自願醫保計劃-適健保	,27,Female
25,"4,104",自願醫保計劃-適健保	,27,Female
26,"4,104",自願醫保計劃-適健保	,27,Female
27,"4,104",自願醫保計劃-適健保	,27,Female
28,"4,104",自願醫保計劃-適健保	,27,Female
29,"4,104",自願醫保計劃-適健保	,27,Female
30,"4,104",自願醫保計劃-適健保	,27,Female
31,"4,914",自願醫保計劃-適健保	,27,Female
32,"4,914",自願醫保計劃-適健保	,27,Female
33,"4,914",自願醫保計劃-適健保	,27,Female
34,"4,914",自願醫保計劃-適健保	,27,Female
35,"4,914",自願醫保計劃-適健保	,27,Female
36,"4,914",自願醫保計劃-適健保	,27,Female
37,"4,914",自願醫保計劃-適健保	,27,Female
38,"4,914",自願醫保計劃-適健保	,27,Female
39,"4,914",自願醫保計劃-適健保	,27,Female
40,"4,914",自願醫保計劃-適健保	,27,Female
41,"6,588",自願醫保計劃-適健保	,27,Female
42,"6,588",自願醫保計劃-適健保	,27,Female
43,"6,588",自願醫保計劃-適健保	,27,Female
44,"6,588",自願醫保計劃-適健保	,27,Female
45,"6,588",自願醫保計劃-適健保	,27,Female
46,"6,588",自願醫保計劃-適健保	,27,Female
47,"6,588",自願醫保計劃-適健保	,27,Female
48,"6,588",自願醫保計劃-適健保	,27,Female
49,"6,588",自願醫保計劃-適健保	,27,Female
50,"6,588",自願醫保計劃-適健保	,27,Female
51,"9,666",自願醫保計劃-適健保	,27,Female
52,"9,666",自願醫保計劃-適健保	,27,Female
53,"9,666",自願醫保計劃-適健保	,27,Female
54,"9,666",自願醫保計劃-適健保	,27,Female
55,"9,666",自願醫保計劃-適健保	,27,Female
56,"9,666",自願醫保計劃-適健保	,27,Female
57,"9,666",自願醫保計劃-適健保	,27,Female
58,"9,666",自願醫保計劃-適健保	,27,Female
59,"9,666",自願醫保計劃-適健保	,27,Female
60,"9,666",自願醫保計劃-適健保	,27,Female
61,"16,200",自願醫保計劃-適健保	,27,Female
62,"16,200",自願醫保計劃-適健保	,27,Female
63,"16,200",自願醫保計劃-適健保	,27,Female
64,"16,200",自願醫保計劃-適健保	,27,Female
65,"16,200",自願醫保計劃-適健保	,27,Female
66,"16,200",自願醫保計劃-適健保	,27,Female
67,"16,200",自願醫保計劃-適健保	,27,Female
68,"16,200",自願醫保計劃-適健保	,27,Female
69,"16,200",自願醫保計劃-適健保	,27,Female
70,"16,200",自願醫保計劃-適健保	,27,Female
71,"20,304",自願醫保計劃-適健保	,27,Female
72,"20,304",自願醫保計劃-適健保	,27,Female
73,"20,304",自願醫保計劃-適健保	,27,Female
74,"20,304",自願醫保計劃-適健保	,27,Female
75,"20,304",自願醫保計劃-適健保	,27,Female
76,"20,304",自願醫保計劃-適健保	,27,Female
77,"20,304",自願醫保計劃-適健保	,27,Female
78,"20,304",自願醫保計劃-適健保	,27,Female
79,"20,304",自願醫保計劃-適健保	,27,Female
80,"20,304",自願醫保計劃-適健保	,27,Female
81,"20,952",自願醫保計劃-適健保	,27,Female
82,"20,952",自願醫保計劃-適健保	,27,Female
83,"20,952",自願醫保計劃-適健保	,27,Female
84,"20,952",自願醫保計劃-適健保	,27,Female
85,"20,952",自願醫保計劃-適健保	,27,Female
86,"20,952",自願醫保計劃-適健保	,27,Female
87,"20,952",自願醫保計劃-適健保	,27,Female
88,"20,952",自願醫保計劃-適健保	,27,Female
89,"20,952",自願醫保計劃-適健保	,27,Female
90,"20,952",自願醫保計劃-適健保	,27,Female
91,"20,952",自願醫保計劃-適健保	,27,Female
92,"20,952",自願醫保計劃-適健保	,27,Female
93,"20,952",自願醫保計劃-適健保	,27,Female
94,"20,952",自願醫保計劃-適健保	,27,Female
95,"20,952",自願醫保計劃-適健保	,27,Female
96,"20,952",自願醫保計劃-適健保	,27,Female
97,"20,952",自願醫保計劃-適健保	,27,Female
98,"20,952",自願醫保計劃-適健保	,27,Female
99,"20,952",自願醫保計劃-適健保	,27,Female
0,"3,240",自願醫保計劃-適健保	,27,Female
1,"3,207.49",保誠自主醫保計劃,28,Female
2,"3,015.06",保誠自主醫保計劃,28,Female
3,"2,803.95",保誠自主醫保計劃,28,Female
4,"2,532.93",保誠自主醫保計劃,28,Female
5,"2,254.32",保誠自主醫保計劃,28,Female
6,"2,028.87",保誠自主醫保計劃,28,Female
7,"1,846.28",保誠自主醫保計劃,28,Female
8,"1,698.57",保誠自主醫保計劃,28,Female
9,"1,605.34",保誠自主醫保計劃,28,Female
10,"1,602.00",保誠自主醫保計劃,28,Female
11,"1,598.67",保誠自主醫保計劃,28,Female
12,"1,595.34",保誠自主醫保計劃,28,Female
13,"1,592.01",保誠自主醫保計劃,28,Female
14,"1,588.60",保誠自主醫保計劃,28,Female
15,"1,652.22",保誠自主醫保計劃,28,Female
16,"1,718.41",保誠自主醫保計劃,28,Female
17,"1,787.23",保誠自主醫保計劃,28,Female
18,"1,858.84",保誠自主醫保計劃,28,Female
19,"1,933.24",保誠自主醫保計劃,28,Female
20,"2,016.63",保誠自主醫保計劃,28,Female
21,"2,103.51",保誠自主醫保計劃,28,Female
22,"2,194.10",保誠自主醫保計劃,28,Female
23,"2,288.73",保誠自主醫保計劃,28,Female
24,"2,387.31",保誠自主醫保計劃,28,Female
25,"2,490.23",保誠自主醫保計劃,28,Female
26,"2,597.57",保誠自主醫保計劃,28,Female
27,"2,709.48",保誠自主醫保計劃,28,Female
28,"2,826.19",保誠自主醫保計劃,28,Female
29,"2,948.02",保誠自主醫保計劃,28,Female
30,"3,054.35",保誠自主醫保計劃,28,Female
31,"3,164.48",保誠自主醫保計劃,28,Female
32,"3,278.64",保誠自主醫保計劃,28,Female
33,"3,396.90",保誠自主醫保計劃,28,Female
34,"3,519.35",保誠自主醫保計劃,28,Female
35,"3,646.30",保誠自主醫保計劃,28,Female
36,"3,777.82",保誠自主醫保計劃,28,Female
37,"3,914.06",保誠自主醫保計劃,28,Female
38,"4,055.19",保誠自主醫保計劃,28,Female
39,"4,201.43",保誠自主醫保計劃,28,Female
40,"4,356.97",保誠自主醫保計劃,28,Female
41,"4,518.33",保誠自主醫保計劃,28,Female
42,"4,685.57",保誠自主醫保計劃,28,Female
43,"4,859.02",保誠自主醫保計劃,28,Female
44,"5,038.90",保誠自主醫保計劃,28,Female
45,"5,225.52",保誠自主醫保計劃,28,Female
46,"5,418.96",保誠自主醫保計劃,28,Female
47,"5,619.53",保誠自主醫保計劃,28,Female
